Landmark Name,Similarity Percentage
LEFT_ANKLE,83.52941176470588
LEFT_ELBOW,47.95294117647059
LEFT_HIP,68.94117647058823
LEFT_KNEE,86.75935828877004
LEFT_SHOULDER,62.88235294117647
LEFT_WRIST,63.52941176470588
RIGHT_ANKLE,98.79738562091504
RIGHT_ELBOW,28.941176470588232
RIGHT_HIP,85.68067226890756
RIGHT_KNEE,96.58823529411765
RIGHT_SHOULDER,-5.411764705882362
RIGHT_WRIST,69.09803921568627
