Landmark Name,Similarity Percentage
LEFT_ANKLE,57.14426100628931
LEFT_ELBOW,82.73584905660377
LEFT_HIP,57.54716981132076
LEFT_KNEE,48.19897084048027
LEFT_SHOULDER,74.52830188679245
LEFT_WRIST,95.24371069182389
RIGHT_ANKLE,70.42714884696016
RIGHT_ELBOW,-39.799528301886795
RIGHT_HIP,70.85579514824798
RIGHT_KNEE,62.691627358490564
RIGHT_SHOULDER,-253.30188679245282
RIGHT_WRIST,21.658805031446533
